DRUG	ENTREZ	NAME	DESC
[3,5-dibromo-4-(4-hydroxy-3-phenethylcarbamoyl-phenoxy)-phenyl]-acetic acid	7068	THRB	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)
3,5-dichloro-4-[(4-hydroxy-3-isopropylphenoxy)phenylacetic acid	7068	THRB	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)
3,5-difluorobenzenesulfonamide	760	CA2	carbonic anhydrase II
3,5-dimethyl-1-(3-nitrophenyl)-1h-pyrazole-4-carboxylic acid ethyl ester	5142	PDE4B	phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)
3',5'-dinitro-n-acetyl-l-thyronine	7276	TTR	transthyretin (prealbumin, amyloidosis type I)
3-[(5s)-1-acetyl-3-(2-chlorophenyl)-4,5-dihydro-1h-pyrazol-5-yl]phenol	3832	KIF11	kinesin family member 11
3,6-dihydroxy-xanthene-9-propionic acid	2936	GSR	glutathione reductase
3-amino-5-phenylpentane	1515	CTSL2	cathepsin L2
3ar,5r,6s,7r,7ar-5-hydroxymethyl-2-methyl-5,6,7,7a-tetrahydro-3ah-pyrano[3,2-d]thiazole-6,7-diol	3074	HEXB	hexosaminidase B (beta polypeptide)
3'-azido-3'-deoxythymidine-5'-monophosphate	1841	DTYMK	deoxythymidylate kinase (thymidylate kinase)
3-(benzyloxy)pyridin-2-amine	1432	MAPK14	mitogen-activated protein kinase 14
3-beta-hydroxy-5-androsten-17-one	3292	HSD17B1	hydroxysteroid (17-beta) dehydrogenase 1
3-beta-hydroxy-5-androsten-17-one	6820	SULT2B1	sulfotransferase family, cytosolic, 2B, member 1
3-beta-hydroxy-5-androsten-17-one	6822	SULT2A1	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1
3-bromo-7-nitroindazole	4846	NOS3	nitric oxide synthase 3 (endothelial cell)
(3-carboxy-2-(r)-hydroxy-propyl)-trimethyl-ammonium	1384	CRAT	carnitine acetyltransferase
3-deoxyguanosine	647088	NoName	NoDesc
(3e)-3-[(4-hydroxyphenyl)imino]-1h-indol-2(3h)-one	9361	PRSS15	protease, serine, 15
3-hydroxy-3-methyl-glutaric acid	3156	HMGCR	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
3-hydroxybutyryl-coenzyme a	3033	HADHSC	L-3-hydroxyacyl-Coenzyme A dehydrogenase, short chain
3-hydroxyglutaric acid	3155	HMGCL	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria)
3-hydroxymethyl-5-aziridinyl-1methyl-2-[1h-indole-4,7-dione]-propanol	1728	NQO1	NAD(P)H dehydrogenase, quinone 1
3-mercuri-4-aminobenzenesulfonamide	760	CA2	carbonic anhydrase II
3-methylfentanyl	4985	OPRD1	opioid receptor, delta 1
3-methylfentanyl	4986	OPRK1	opioid receptor, kappa 1
3-methylfentanyl	4988	OPRM1	opioid receptor, mu 1
3-methylphenylalanine	1508	CTSB	cathepsin B
3-methylpyridine	4314	MMP3	matrix metalloproteinase 3 (stromelysin 1, progelatinase)
3-methylpyridine	4322	MMP13	matrix metalloproteinase 13 (collagenase 3)
3-methylthiofentanyl	4985	OPRD1	opioid receptor, delta 1
3-methylthiofentanyl	4988	OPRM1	opioid receptor, mu 1
3-nitro-4-(2-oxo-pyrrolidin-1-yl)-benzenesulfonamide	760	CA2	carbonic anhydrase II
3[n-morpholino]propane sulfonic acid	10578	GNLY	granulysin
3-(oxalyl-amino)-naphthalene-2-carboxylic acid	5770	PTPN1	protein tyrosine phosphatase, non-receptor type 1
3'-phosphate-adenosine-5'-phosphate sulfate	6783	SULT1E1	sulfotransferase family 1E, estrogen-preferring, member 1
3-(prop-2-ene-1-sulfinyl)-propene-1-thiol	2936	GSR	glutathione reductase
3-pyridin-4-yl-2,4-dihydro-indeno[1,2-.c.]pyrazole	1017	CDK2	cyclin-dependent kinase 2
3-sulfinoalanine	2936	GSR	glutathione reductase
3-sulfinoalanine	7001	PRDX2	peroxiredoxin 2
4-(1,3-benzodioxol-5-yl)-5-(5-ethyl-2,4-dihydroxyphenyl)-2h-pyrazole-3-carboxylic acid	3320	HSPCA	heat shock 90kDa protein 1, alpha
4-(1-benzyl-3-carbamoylmethyl-2-methyl-1h-indol-5-yloxy)-butyric acid	5320	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid)
4-(1h-imidazol-4-yl)-3-(5-ethyl-2,4-dihydroxy-phenyl)-1h-pyrazole	3320	HSPCA	heat shock 90kDa protein 1, alpha
4-(2-{[4-{[3-(4-chlorophenyl)propyl]sulfanyl}-6-(1-piperazinyl)-1,3,5-triazin-2-yl]amino}ethyl)phenol	2100	ESR2	estrogen receptor 2 (ER beta)
4-(2,4-dimethyl-thiazol-5-yl)-pyrimidin-2-yl]-(4-trifluoromethyl-phenyl)-amine	1017	CDK2	cyclin-dependent kinase 2
4-(2,4-dimethyl-thiazol-5-yl)-pyrimidin-2-ylamine	1017	CDK2	cyclin-dependent kinase 2
4-(2,5-dichloro-thiophen-3-yl)-pyrimidin-2-ylamine	1017	CDK2	cyclin-dependent kinase 2
(4-{2-acetylamino-2-[1-(3-carbamoyl-4-cyclohexylmethoxy-phenyl)-ethylcarbamoyl}-ethyl}-2-phosphono-phenoxy)-acetic acid	3932	LCK	lymphocyte-specific protein tyrosine kinase
{4-[2-acetylamino-2-(3-carbamoyl-2-cyclohexylmethoxy-6,7,8,9-tetrahydro-5h-benzocyclohepten-5ylcarbamoyl)-ethyl]-2-phosphono-phenyl}-phosphonic acid	3932	LCK	lymphocyte-specific protein tyrosine kinase
[4-(2-amino-4-methyl-thiazol-5-yl)-pyrimidin-2-yl]-(3-nitro-phenyl)-amine	1017	CDK2	cyclin-dependent kinase 2
4-(2-hydroxybenzylamino)-n-(3-(4-fluorophenoxy)phenyl)piperidine-1-sulfonamide	1432	MAPK14	mitogen-activated protein kinase 14
{4-[(2s,4e)-2-(1,3-benzothiazol-2-yl)-2-(1h-1,2,3-benzotriazol-1-yl)-5-phenylpent-4-enyl]phenyl}(difluoro)methylphosphonic acid	5770	PTPN1	protein tyrosine phosphatase, non-receptor type 1
[4-(3-aminomethyl-phenyl)-piperidin-1-yl]-(5-phenethyl- pyridin-3-yl)-methanone	64499	TPSB2	tryptase beta 2
4-[(3-bromo-4-o-sulfamoylbenzyl)(4-cyanophenyl)amino]-4h-[1,2,4]-triazole	760	CA2	carbonic anhydrase II
4-[3-(cyclopentyloxy)-4-methoxyphenyl]-2-pyrrolidinone	5142	PDE4B	phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)
4-[3-(cyclopentyloxy)-4-methoxyphenyl]-2-pyrrolidinone	5144	PDE4D	phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)
4-[3-hydroxyanilino]-6,7-dimethoxyquinazoline	1017	CDK2	cyclin-dependent kinase 2
4-[3-methylsulfanylanilino]-6,7-dimethoxyquinazoline	1432	MAPK14	mitogen-activated protein kinase 14
4-[3-oxo-3-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-naphthalen-2-yl)-propenyl]-benzoic acid	5916	RARG	retinoic acid receptor, gamma
4-((3r,4s,5r)-4-amino-3,5-dihydroxy-hex-1-ynyl)-5-fluoro-3-[1-(3-methoxy-1h-pyrrol-2-yl)-meth-(z)-ylidene]-1,3-dihydro-indol-2-one	1017	CDK2	cyclin-dependent kinase 2
4-[4-(1-amino-1-methylethyl)phenyl]-5-chloro-n-[4-(2-morpholin-4-ylethyl)phenyl]pyrimidin-2-amine	2263	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)
[(4-{4-[4-(difluoro-phosphono-methyl)-phenyl]-butyl}-phenyl)-difluoro-methyl]-phosphonic acid	5770	PTPN1	protein tyrosine phosphatase, non-receptor type 1
4-[4-(4-methyl-2-methylamino-thiazol-5-yl)-pyrimidin-2-ylamino]-phenol	1017	CDK2	cyclin-dependent kinase 2
[4-(4-hydroxy-3-iodo-phenoxy)-3,5-diiodo-phenyl]-acetic acid	7068	THRB	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)
4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]benzenesulfonamide	1017	CDK2	cyclin-dependent kinase 2
4-[(4-methyl-1-piperazinyl)methyl]-n-[3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-benzamide	6714	SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)
4-[(4-o-sulfamoylbenzyl)(4-cyanophenyl)amino]-4h-[1,2,4]-triazole	760	CA2	carbonic anhydrase II
4-[5-[2-(1-phenyl-ethylamino)-pyrimidin-4-yl]-1-methyl-4-(3-trifluoromethylphenyl)-1h-imidazol-2-yl]-piperidine	1432	MAPK14	mitogen-activated protein kinase 14
4-(5-bromo-2-oxo-2h-indol-3-ylazo)-benzenesulfonamide	1017	CDK2	cyclin-dependent kinase 2
4-[(5-chloroindol-2-yl)sulfonyl]-2-(2-methylpropyl)-1-[[5-(pyridin-4-yl)pyrimidin-2-yl]carbonyl]piperazine	2159	F10	coagulation factor X
4-[5-(trans-4-aminocyclohexylamino)-3-isopropylpyrazolo[1,5-a]pyrimidin-7-ylamino]-n,n-dimethylbenzenesulfonamide	1017	CDK2	cyclin-dependent kinase 2
4-[(6-amino-4-pyrimidinyl)amino]benzenesulfonamide	1017	CDK2	cyclin-dependent kinase 2
4,6-dideoxy-4-{[4-[(4-o-hexopyranosylhexopyranosyl)oxy]-5,6-dihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}hexopyranosyl-(1->4)hexopyranosyl-(1->4)hexopyranose	279	AMY2A	amylase, alpha 2A; pancreatic
4,6-dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-alpha-d-lyxo-hexopyranosyl-(1->4)-alpha-d-threo-hexopyranosyl-(1->6)-alpha-l-threo-hexopyranose	279	AMY2A	amylase, alpha 2A; pancreatic
4,6-dideoxy-4-amino-alpha-d-glucose	278	AMY1C	amylase, alpha 1C; salivary
4,6-dideoxy-4-amino-alpha-d-glucose	279	AMY2A	amylase, alpha 2A; pancreatic
4-(acetylamino)-3-[(aminoacetyl)amino]benzoic acid	4663	NA	neurocanthocytosis
4-(acetylamino)-3-amino benzoic acid	4663	NA	neurocanthocytosis
4-(acetylamino)-3-guanidinobenzoic acid	4663	NA	neurocanthocytosis
4-(acetylamino)-3-[(hydroxyacetyl)amino]benzoic acid	4663	NA	neurocanthocytosis
[[4-(aminomethyl)phenyl]amino]oxo-acetic acid,	5770	PTPN1	protein tyrosine phosphatase, non-receptor type 1
4-(aminosulfonyl)-n-[(2,3,4-trifluorophenyl)methyl]-benzamide	760	CA2	carbonic anhydrase II
4-(aminosulfonyl)-n-[(2,4,6-trifluorophenyl)methyl]-benzamide	760	CA2	carbonic anhydrase II
4-(aminosulfonyl)-n-[(2,4-difluorophenyl)methyl]-benzamide	760	CA2	carbonic anhydrase II
4-(aminosulfonyl)-n-[(2,5-difluorophenyl)methyl]-benzamide	760	CA2	carbonic anhydrase II
4-(aminosulfonyl)-n-[(3,4,5-trifluorophenyl)methyl]-benzamide	760	CA2	carbonic anhydrase II
4-(aminosulfonyl)-n-[(4-fluorophenyl)methyl]-benzamide	760	CA2	carbonic anhydrase II
4-androstenedione	3292	HSD17B1	hydroxysteroid (17-beta) dehydrogenase 1
4-androstenedione	8644	AKR1C3	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)
4-benzoylamino-4-{1-{1-carbamoyl-2-[4-(difluoro-phosphono-methyl)-phenyl]-ethylcarbamoyl}-2-[4-(difluoro-phosphono-methyl)-phenyl]-ethylcarbamoyl}-butyric acid	5770	PTPN1	protein tyrosine phosphatase, non-receptor type 1
4-carbamoyl-4-{[6-(difluoro-phosphono-methyl)-naphthalene-2-carbonyl]-amino}-butyric acid	5770	PTPN1	protein tyrosine phosphatase, non-receptor type 1
4'-deaza-1'-aza-2'-deoxy-1'-(9-methylene)-immucillin-h, (3r,4r)-n-[9-deazahypoxanthin-9-yl)methyl]-4-hydroxymethyl-pyrrolidin-3-ol	647088	NoName	NoDesc
4-dimethylamino-n-(6-hydroxycarbamoyethyl)benzamide-n-hydroxy-7-(4-dimethyla minobenzoyl)aminoheptanamide	55869	HDAC8	histone deacetylase 8
4-flourobenzenesulfonamide	760	CA2	carbonic anhydrase II
4-guanidinobenzoic acid	629	BF	B-factor, properdin
4-hydroxy-1,2,5-oxadiazole-3-carboxylic acid	3945	LDHB	lactate dehydrogenase B
4-hydroxy-3-[(1s)-3-oxo-1-phenylbutyl]-2h-chromen-2-one	1559	CYP2C9	cytochrome P450, family 2, subfamily C, polypeptide 9
4-(hydroxymercury)benzoic acid	760	CA2	carbonic anhydrase II
4-iodopyrazole	124	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide
4-iodopyrazole	125	ADH1B	alcohol dehydrogenase IB (class I), beta polypeptide
4-methoxyamphetamine	148	ADRA1A	adrenergic, alpha-1A-, receptor
4-methoxyamphetamine	150	ADRA2A	adrenergic, alpha-2A-, receptor
4-methylimidazole	760	CA2	carbonic anhydrase II
4-methylpiperazin-1-yl carbonyl group	1515	CTSL2	cathepsin L2
4-morpholin-4-yl-piperidine-1-carboxylic acid [1-(3-benzenesulfonyl-1-propyl-allylcarbamoyl)-2-phenylethyl]-amide	8722	CTSF	cathepsin F
4-o-(4,6-dideoxy-4-{[4-[(4-o-hexopyranosylhexopyranosyl)oxy]-5,6-dihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}hexopyranosyl)hexopyranose	279	AMY2A	amylase, alpha 2A; pancreatic
4-o-(4,6-dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-beta-d-lyxo-hexopyranosyl)-alpha-d-erythro-hexopyranose	279	AMY2A	amylase, alpha 2A; pancreatic
4-oxo-2-phenylmethanesulfonyl-octahydro-pyrrolo[1,2-a]pyrazine-6-carboxylic acid [1-(n-hydroxycarbamimidoyl)-piperidin-4-ylmethyl]-amide	2147	F2	coagulation factor II (thrombin)
4-piperidin-4-ylbutanal	64499	TPSB2	tryptase beta 2
(4s-trans)-4-(ethylamino)-5,6-dihydro-6-methyl-4h-thieno(2,3-b)thiopyran-2-sulfonamide-7,7-dioxide	760	CA2	carbonic anhydrase II
(4s-trans)-4-(methylamino)-5,6-dihydro-6-methyl-4h-thieno(2,3-b)thiopyran-2-sulfonamide-7,7-dioxide	760	CA2	carbonic anhydrase II
(4-sulfamoyl-phenyl)-thiocarbamic acid o-(2-thiophen-3-yl-ethyl) ester	760	CA2	carbonic anhydrase II
4-sulfonamide-[1-(4-aminobutane)]benzamide	760	CA2	carbonic anhydrase II
4-sulfonamide-[4-(thiomethylaminobutane)]benzamide	760	CA2	carbonic anhydrase II
5-{[(2-amino-9h-purin-6-yl)oxy]methyl}-2-pyrrolidinone	1017	CDK2	cyclin-dependent kinase 2
5-[4-(1-carboxymethyl-2-oxo-propylcarbamoyl)-benzylsulfamoyl]-2-hydroxy-benzoic acid	836	CASP3	caspase 3, apoptosis-related cysteine protease
5,6-dihydro-benzo[h]cinnolin-3-ylamine	1612	DAPK1	death-associated protein kinase 1
5alpha-androstan-3,17-dione	3292	HSD17B1	hydroxysteroid (17-beta) dehydrogenase 1
5-alpha-androstane-3-beta,17-alpha-diol	6462	SHBG	sex hormone-binding globulin
5-alpha-androstane-3-beta,17beta-diol	6462	SHBG	sex hormone-binding globulin
5-(aminocarbonyl)-1,1':4',1''-terphenyl-3-carboxylicacid	1723	DHODH	dihydroorotate dehydrogenase
5-(aminomethyl)-6-(2,4-dichlorophenyl)-2-(3,5-dimethoxyphenyl)pyrimidin-4-amine	1803	DPP4	dipeptidylpeptidase 4 (CD26, adenosine deaminase complexing protein 2)
5-bromo-n-(2,3-dihydroxypropoxy)-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide	5604	MAP2K1	mitogen-activated protein kinase kinase 1
5-chloro-1h-indole-2-carboxylic acid{[cyclopentyl-(2-hydroxy-ethyl)-carbamoyl]-methyl}-amide	5836	PYGL	phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)
(5-chloropyrazolo[1,5-a]pyrimidin-7-yl)-(4-methanesulfonylphenyl)amine	1017	CDK2	cyclin-dependent kinase 2
5'-deoxy-5'-methylthioadenosine	4507	MTAP	methylthioadenosine phosphorylase
5'-deoxy-5'-(methylthio)-tubercidin	4507	MTAP	methylthioadenosine phosphorylase
(5e,13e)-9,15-dihydroxy-11-oxoprosta-5,13-dien-1-oicacid	8644	AKR1C3	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)
5'-guanosine-diphosphate-monothiophosphate	7053	TGM3	transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)
5-hydroxymethyl-chonduritol	278	AMY1C	amylase, alpha 1C; salivary
5-hydroxymethyl-chonduritol	279	AMY2A	amylase, alpha 2A; pancreatic
5-hydroxy-n-propargyl-1(r)-aminoindan	4129	MAOB	monoamine oxidase B
5-iodotubercidin	1455	CSNK1G2	casein kinase 1, gamma 2
5-mercapto-2-nitro-benzoic acid	3593	IL12B	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)
5-methoxy-1,2-dimethyl-3-(4-nitrophenoxymethyl)indole-4,7-dione	1728	NQO1	NAD(P)H dehydrogenase, quinone 1
5-methoxy-1,2-dimethyl-3-(phenoxymethyl)indole-4,7-dione	1728	NQO1	NAD(P)H dehydrogenase, quinone 1
5-methyl-5-(4-phenoxy-phenyl)-pyrimidine-2,4,6-trione	4314	MMP3	matrix metalloproteinase 3 (stromelysin 1, progelatinase)
5-methyltetrahydrofolate	275	AMT	aminomethyltransferase (glycine cleavage system protein T)
5--monophosphate-9-beta-d-ribofuranosyl xanthine	471	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
5-nitroindazole	4846	NOS3	nitric oxide synthase 3 (endothelial cell)
5-phosphoarabinonic acid	2821	GPI	glucose phosphate isomerase
5-quinoxalin-6-ylmethylene-thiazolidine-2,4-dione	5294	PIK3CG	phosphoinositide-3-kinase, catalytic, gamma polypeptide
(5r)-6-(4-{[2-(3-iodobenzyl)-3-oxocyclohex-1-en-1-yl]amino}phenyl)-5-methyl-4,5-dihydropyridazin-3(2h)-one	5140	PDE3B	phosphodiesterase 3B, cGMP-inhibited
6-[1-(3,5,5,8,8-pentamethyl-5,6,7,8-tetrahydronaphthalen-2-yl)cyclopropyl]pyridine-3-carboxylic acid	6257	RXRB	retinoid X receptor, beta
6-(2,5-dimethoxy-benzyl)-5-methyl-pyrido[2,3-d]pyrimidine-2,4-diamine	573971	NoName	NoDesc
6-[3-(4-morpholinyl)propyl]-2-(3-nitrophenyl)-5-thioxo-5,6,-dihydro-7h-thienol[2',3':4,5]pyrrolo[1,2-c]imidazol-7-one	7132	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A
6-amino hexanoic acid	5327	PLAT	plasminogen activator, tissue
6-chloropurine riboside, 5'-monophosphate	3614	IMPDH1	IMP (inosine monophosphate) dehydrogenase 1
6-chloropurine riboside, 5'-monophosphate	3615	IMPDH2	IMP (inosine monophosphate) dehydrogenase 2
6-deoxy-alpha-d-glucose	279	AMY2A	amylase, alpha 2A; pancreatic
6-hydroxydopa quinone	8639	AOC3	amine oxidase, copper containing 3 (vascular adhesion protein 1)
6-[n-(1-isopropyl-1,2,3,4-tetrahydro-7-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine	5328	PLAU	plasminogen activator, urokinase
6-[n-(1-isopropyl-3,4-dihydro-7-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine	5328	PLAU	plasminogen activator, urokinase
6-[n-(4-(aminomethyl)phenyl)carbamyl]-2-naphthalenecarboxamidine	5328	PLAU	plasminogen activator, urokinase
6-[n-(4-ethyl-1,2,3,4-tetrahydro-6-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine	5328	PLAU	plasminogen activator, urokinase
6-nitroindazole	4846	NOS3	nitric oxide synthase 3 (endothelial cell)
6-(n-phenylcarbamyl)-2-naphthalenecarboxamidine	5328	PLAU	plasminogen activator, urokinase
6-(octahydro-1h-indol-1-ylmethyl)decahydroquinazoline-2,4-diamine	573971	NoName	NoDesc
6-o-cyclohexylmethyl guanine	1017	CDK2	cyclin-dependent kinase 2
6-(oxalyl-amino)-1h-indole-5-carboxylic acid	5770	PTPN1	protein tyrosine phosphatase, non-receptor type 1
6-oxo-8,9,10,11-tetrahydro-7h-cyclohepta[c][1]benzopyran-3-o-sulfamate	760	CA2	carbonic anhydrase II
6-phenyl-4(r)-(7-phenyl-heptanoylamino)-hexanoic acid	5320	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid)
(6r,1'r,2's)-5,6,7,8 tetrahydrobiopterin	339345	NANOS2	nanos homolog 2 (Drosophila)
(6r,1'r,2's)-5,6,7,8 tetrahydrobiopterin	4846	NOS3	nitric oxide synthase 3 (endothelial cell)
(6r,1'r,2's)-5,6,7,8 tetrahydrobiopterin	5053	PAH	phenylalanine hydroxylase
6((s)-3-benzylpiperazin-1-yl)-3-(naphthalen-2-yl)-4-(pyridin-4-yl)pyrazine	1432	MAPK14	mitogen-activated protein kinase 14
6-[(z)-amino(imino)methyl]-n-[4-(aminomethyl)phenyl]-4-(pyrimidin-2-ylamino)-2-naphthamide	5328	PLAU	plasminogen activator, urokinase
7-(1,1-dioxo-1h-benzo[d]isothiazol-3-yloxymethyl)-2-(oxalyl-amino)-4,7-dihydro-5h-thieno[2,3-c]pyran-3-carboxylic acid	5770	PTPN1	protein tyrosine phosphatase, non-receptor type 1
7-[4-(dimethylamino)phenyl]-n-hydroxy-4,6-dimethyl-7-oxo-2,4-heptadienamide	55869	HDAC8	histone deacetylase 8
7,8-dihydrobiopterin	5053	PAH	phenylalanine hydroxylase
7,8-dihydro-l-biopterin	7166	TPH1	tryptophan hydroxylase 1 (tryptophan 5-monooxygenase)
7,8-dimethylalloxazine	645	BLVRB	biliverdin reductase B (flavin reductase (NADPH))
7,9-dihydro-1h-purine-2,6,8(3h)-trione	5836	PYGL	phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)
{[7-(difluoro-phosphono-methyl)-naphthalen-2-yl]-difluoro-methyl}-phosphonic acid	5770	PTPN1	protein tyrosine phosphatase, non-receptor type 1
7-hydroxy-2-oxo-chromene-3-carboxylic acid ethyl ester	6280	S100A9	S100 calcium binding protein A9 (calgranulin B)
7-hydroxystaurosporine	5170	PDPK1	3-phosphoinositide dependent protein kinase-1
7-iodo-1,2,3,4-tetrahydro-isoquinoline	5409	PNMT	phenylethanolamine N-methyltransferase
7-methoxy-8-[1-(methylsulfonyl)-1h-pyrazol-4-yl]naphthalene-2-carboximidamide	5328	PLAU	plasminogen activator, urokinase
7-methyl-gpppa	1977	EIF4E	eukaryotic translation initiation factor 4E
7-methyl-gpppa	28960	DCPS	decapping enzyme, scavenger
7-methyl-guanosine-5'-triphosphate	1977	EIF4E	eukaryotic translation initiation factor 4E
7-nitroindazole	4846	NOS3	nitric oxide synthase 3 (endothelial cell)
7n-methyl-8-hydroguanosine-5'-diphosphate	28960	DCPS	decapping enzyme, scavenger
8,9-dichloro-2,3,4,5-tetrahydro-1h-benzo[c]azepine	5409	PNMT	phenylethanolamine N-methyltransferase
8-azaguanine	647088	NoName	NoDesc
8-bromo-adenosine-5'-monophosphate	5142	PDE4B	phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)
8-(pyrimidin-2-ylamino)naphthalene-2-carboximidamide	5328	PLAU	plasminogen activator, urokinase
9,10-deepithio-9,10-didehydroacanthifolicin	5501	PPP1CC	protein phosphatase 1, catalytic subunit, gamma isoform
9-(4-hydroxyphenyl)-2,7-phenanthroline	5602	MAPK10	mitogen-activated protein kinase 10
9-butyl-8-(3,4,5-trimethoxybenzyl)-9h-purin-6-amine	3326	HSPCB	heat shock 90kDa protein 1, beta
9-hydroxy-4-phenyl-6h-pyrrolo[3,4-c]carbazole-1,3-dione	7465	WEE1	WEE1 homolog (S. pombe)
(9r,10r)-9-(s-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene	2950	GSTP1	glutathione S-transferase pi
abarelix	2798	GNRHR	gonadotropin-releasing hormone receptor
abatacept	941	CD80	CD80 antigen (CD28 antigen ligand 1, B7-1 antigen)
abatacept	942	CD86	CD86 antigen (CD28 antigen ligand 2, B7-2 antigen)
abciximab	2209	FCGR1A	Fc fragment of IgG, high affinity Ia, receptor (CD64)
abciximab	2212	FCGR2A	Fc fragment of IgG, low affinity IIa, receptor (CD32)
abciximab	2213	FCGR2B	Fc fragment of IgG, low affinity IIb, receptor (CD32)
abciximab	2214	FCGR3A	Fc fragment of IgG, low affinity IIIa, receptor (CD16a)
abciximab	2215	FCGR3B	Fc fragment of IgG, low affinity IIIb, receptor (CD16b)
abciximab	3690	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)
abciximab	712	C1QA	complement component 1, q subcomponent, alpha polypeptide
abciximab	713	C1QB	complement component 1, q subcomponent, beta polypeptide
abciximab	714	C1QG	complement component 1, q subcomponent, gamma polypeptide
abciximab	715	C1R	complement component 1, r subcomponent
abciximab	716	C1S	complement component 1, s subcomponent
acamprosate	116443	GRIN3A	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A
acamprosate	2911	GRM1	glutamate receptor, metabotropic 1
acamprosate	2912	GRM2	glutamate receptor, metabotropic 2
acamprosate	2913	GRM3	glutamate receptor, metabotropic 3
acamprosate	2915	GRM5	glutamate receptor, metabotropic 5
acarbose	2548	GAA	glucosidase, alpha; acid (Pompe disease, glycogen storage disease type II)
acarbose	279	AMY2A	amylase, alpha 2A; pancreatic
acarbose	6490	SILV	silver homolog (mouse)
acarbose	8972	MGAM	maltase-glucoamylase (alpha-glucosidase)
acarbose derived hexasaccharide	279	AMY2A	amylase, alpha 2A; pancreatic
acebutolol	153	ADRB1	adrenergic, beta-1-, receptor
acenocoumarol	213	ALB	albumin
acenocoumarol	5004	ORM1	orosomucoid 1
acenocoumarol	79001	VKORC1	vitamin K epoxide reductase complex, subunit 1
aceprometazine	3269	HRH1	histamine receptor H1
acetaminophen	5742	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
